category,tid,bvid,title,desc,pubdate,owner_mid,owner_name,view,danmaku,reply,favorite,coin,share,like,dislike
动画,47,BV1dk4y1p7bq,【玛雅神话丨原创手书】英雄双子·胡纳普+希巴兰奎-Once upon a Time,"BGM：Max Oazo _ Moonessa - Once upon a Time，请勿去音乐平台提及该手书
主玛雅神话英雄双胞胎胡纳普与希巴兰奎的冒险主线，非常不正经的救父神话（小玉米完全没出场），结局却非常凄惨
总之终于搞完了……画了整整两！年！的双子手书，我是鸽王总决赛冠军。因为隔得实在太久了，断断续续时不时画几笔，所以整个手书前后画风突变，七零八落的，见证了青年风转型为萌二，稀巴烂也越来越可爱了……
豹鹿设定集《冰海之舟》遥遥无期，先把大伙儿拉出来溜溜，弹幕和评论也会补上解说！
剪辑软件：万兴喵",1686072758,26213122,日日树的树,107216,524,1022,10702,13021,1163,20724,0
动画,253,BV1PP411Q7CQ,巴啦啦小魔仙大结局，古娜拉终于被封印，小蓝挥泪告别！,,1686050764,323248245,青柠动画城,575604,1854,3468,1724,2576,644,32483,0
动画,27,BV1Tu4y1Z7md,光头先生的家,-,1686043362,1164698984,下山的熊王,910385,5,17,11183,262,5,1898,0
动画,27,BV1Xk4y1W7jT,童年那么长，原来也就一首歌的时间啊！,,1685574000,456664753,央视新闻,3700788,48057,16807,152767,225027,67718,477490,0
动画,27,BV1pX4y187k1,更适合嘉然宝宝的「多巴胺穿搭」,"（运营代发）
————————————————
出镜：嘉然 向晚 贝拉 乃琳
场景：自制
动作：动作捕捉",1686110400,672328094,嘉然今天吃什么,331738,390,1529,7040,11581,3080,40669,0
动画,47,BV1V14y1Q7vZ,这样老师就看不见我作弊了,"祝各位考生都能取得自己理想的成绩！！！('ヮ')
———————————————————————————
你的每个（三连）必将是我更新的 动力！！！ (｡･∀･)ﾉﾞ

顺便告诉你个秘密：将我设置为（特别关注）可以第一时间收到推送喔喔喔！！！

还有...这个UP好喜欢看弹幕和评论的，呜呜！！！
———————————————————————————
求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓",1686283500,475304452,生姜蛋包饭,301989,590,353,4632,9859,422,42704,0
动画,86,BV1Uo4y1E7mQ,扛着音响登场！,,1686227718,365188862,貂蟬的腿毛,361819,179,564,7661,6573,2882,51317,0
动画,253,BV1qh4y1G7WR,氰化欢乐秀：他们说战争的谎言持续了4500年，直到女人出现在战场,,1686223920,1084672528,预见电影up,405706,51,90,1414,205,36,25529,0
动画,27,BV18k4y1s76F,我的脑内的恋碍选项 OVA,OVA 也就是第11集,1684856290,3493291144251393,旧村子的残党,1015233,79,71,35534,1370,22,5219,0
动画,27,BV1U14y1U7vB,日本萝莉在家被邪教推销找上门 伪装成中国人躲过一劫,"https://space.bilibili.com/401480763
真白花音的个人空间
制作人员：木木枭 大脸盘子",1686189600,657516,绯吧official,427229,471,2444,1800,134,407,15041,0
动画,24,BV1Qu411a7Gz,AE启动 答辩剪辑😇😇😇,"你好
今天生日了，吃下答辩",1686149081,183718978,Origami折纸哟,223423,109,308,12032,1368,1413,46595,0
动画,27,BV1pm4y1i7D3,这游戏没点大病玩不了！,"游戏：storyteller
玩法：根据关键词把人物故事按顺序编完整直至通关。

这是唯一能让小泠自豪速通但又觉得哪里不对的游戏？！
脑回路居然跟游戏同频了！也不知道是好事还是坏事... 哈哈哈
———————————————
直播切片剪辑：鸡大崽
直播通知群：547085224（全体禁言仅通知用）
小泠每周会有直播日历~可以留意群内公告或b站动态哦！",1685955600,43272050,穆小泠Official,960021,110,256,11416,1482,693,101689,0
动画,27,BV1go4y137pc,猫核老鼠,-,1685176425,3493297467165171,九斤反骨,448208,402,327,15496,4739,1137,79758,0
动画,47,BV1Wu411W7Ps,【原神手书】开心宝贝OP还原-璃月宝贝(100%还原),"头次做动画，很多东西完全不会，制作前前后后拖了大半年，觉得有意思的小伙伴希望三连支持一下。UP是去年才入坑原神的，然后玩的也比较佛系，就了解了下璃月的剧情和人设啥的，感觉可以和开心超人梦幻联动，就开始做了。（如有错误的地方真心希望大佬能够指出）希望大家看的开心。
制作软件：AE PR
感谢：UP主 头大动画 的灵感启发
UP主 Dazeroyuu 的胡桃跳舞素材
米游社作者 第一鸽姬 的层岩巨渊素材",1686017400,34611143,致明笑笑,305802,258,541,6895,6751,4909,20913,0
动画,47,BV1yW4y1R7kJ,重修的时候记得带上你的双马尾（阿晴教学篇op/ed）【10】,"视频配乐：林ゆうき - あなたの番です
这里是单k出来的小剧场，正片教学在另一个视频中哦",1685872800,266908282,九晴九晴九,800764,692,527,22619,7671,2782,96141,0
动画,27,BV138411f72s,【校花与阴谋】重生过去、畅想未来、梦幻现实，再塑传奇人生！,"这天晚上，我和平常一样下了夜班，刚到地下车库，忽然发现自己的车后备箱里传来奇怪的声响。
　　打开一看，居然是一个五花大绑的绝色美女！
　　这还不算完，俩民警押着一名疑犯来指认现场，非说是他绑架了美女，还对他声嘶力竭的喊：“大哥快跑！”
　　可我并不知道这是被安排的，一场大戏就此拉开序幕……",1685428442,1998076361,栗子每日推书,1179207,6,11,24647,664,0,3404,0
动画,27,BV1Dh4y1G7Bx,为了赢小孩子一场游戏，黑塔女士也算是忍辱负重了,,1686138957,491212437,在下看不明白,339612,77,350,4953,302,239,46505,0
动画,253,BV1dk4y1s7kp,《高武：登陆未来一万年》你以为穿越很好，穿越后还是要考数理化，你怕不怕。,-,1684634391,249060952,小染说漫画,483845,4,8,48578,2217,8,5784,0
动画,25,BV17u4y1Z7QX,【星穹铁道 x 假面骑士Ex-Aid】银狼：保底的命运由我来改变！,"磕磕碰碰差不多做三四个星期吧
用上目前所能掌握的技术制作的最后一作，希望大家喜欢（也希望播放能让我满意，害……）

借物表：
【Model】
miHoYo/神帝宇/tda/飛段Hidan/月日/INTERNET Co./Ltd.拉米（Poka Poka P)/冬樹因幡/YORS
【Motion】
燕麦味的可可酱
【Stage】
ととと3D
【MME】
Rui-cg/三金络合物/ARonisc/そぼろ/針金P/ミーフォ茜/ikeno
【Tool】
MiKuMikuDance/Pr/Ae
【Ae预设】
默幽梨",1686101400,282554202,燕麦味的可可酱,300730,335,622,6583,5137,5348,23848,0
动画,253,BV1PN411k7pm,含牛量100%！这是整个七月我最不推荐的新作！2023年七月推荐＋吐槽！,肝了好几天，喜欢记得点赞投币！后面大概还有两期，所以换算下来，我一个季度的导视加起来要做近30分钟？啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1686133800,383053366,白鱼Sakana,267035,803,867,2693,2727,175,21786,0
动画,27,BV1wL411i7jn,果宝忍者,-,1686012112,307783136,决绝的感情,322229,136,201,6398,3676,1336,41446,0
动画,27,BV1qL411i7Zu,【星铁】什么！？你要把车票都留给罗刹,"参考视频：BV148411e7P6
银狼：桃姆Q
🤣👉🤡",1686110400,1823500310,桃姆Q吃手手,301844,702,1473,5800,628,2103,38230,0
动画,47,BV1eh411w7AW,忌日这玩意又不浪漫,原创：@省油老灯 ,1684597370,647175132,Cheems降临,3759084,4631,7024,157082,125223,31620,446510,0
动画,27,BV1e8411Z7qB,史上最邪一家人！看别人一眼 被判三年《冷面天使》,敢偷活阎王的家 你不要命啦！,1686191400,348989367,沫子瞪片,248523,656,351,3435,3074,166,20742,0
动画,210,BV1Fh4y1R73Q,抱歉，我抽到真的了！【星穹铁道|定格动画】,"-本视频全是私货，不含任何原作成分<(*￣▽￣*)/
-拍绿幕时发饰掉了请无视23333333
-手和手办同框实拍，片长最久的一次实验
-可以算作马戏吗？全部都是脑补拍的没有参考，但肯定平时看得多会有一些雷同和既视感，拙劣的模仿
======
借物表：
手办全部事项请咨询﻿@阿福酱酱油 
手机铃声 BV1de4y1X7SJ
EVA2233键盘",1686283200,2017611,利利那TD25,169310,229,386,5135,13093,1433,24337,0
动画,25,BV1Dz4y1q7bv,【原神】绮良良的强风小猫头！【幼月的动画工坊】,"感谢结尾的嘉宾提供的大风支持

借物表
音乐：【歌愛ユキ】强风大背头【Yukopi（ゆこぴ）】
模型：原神官方 观海子 肥肠 キャベツ鉢 HuamoKimu(魔桑
动画：永远赤红的幼月
背景：猫凹零",1686110400,325745,永远赤红的幼月,181130,79,300,10123,2558,772,32171,0
动画,47,BV1RL411q7Vg,【重返未来1999手书】𝒕𝒉𝒆 𝒍𝒐𝒔𝒕 𝒈𝒆𝒏𝒆𝒓𝒂𝒕𝒊𝒐𝒏 𝒕𝒉𝒐𝒖𝒔𝒂𝒏𝒅.,"简介：这是一个奇迹的时代，一个艺术的时代，一个挥金如土的时代，也是一个充满嘲讽的时代。它被称作“爵士时代”（Jazz age）。同样，这也是一个借来的时代，传统道德土崩瓦解，享乐主义大行其道。它诞生了迷惘的一代，它备受批判、纸醉金迷，但它同样也是一个令人向往、无须担心明天的时代。
BGM：Dynasty-Miia
Staff名单（排名不分先后）
主策划：哈米伦的弄笛者
分镜：腐瓜烂橘
主笔：FISHintheTEA
画师：Clay菌，_羽虫_，牛扭薯条，忍野未来，大写的TY，跳跳纸，蛋鸭鸭鸭，潜蓝blue",1685523600,11742550,哈米伦的弄笛者,1312631,2123,4243,108326,95369,22140,200220,0
动画,25,BV1Wh4y1G74h,账号已被盗,借物详见片尾~,1686312000,11073,hanser,386901,889,1762,10955,10587,3716,63403,0
动画,253,BV1Vo4y1g7hM,海绵宝宝中出现多次的老奶奶，居然是这种身份！,-,1686044584,1854028862,锅锅漫剪,809601,39,32,1474,36,7,1808,0
动画,47,BV19m4y147Uu,卡芙卡：你要如何审问我？,"求关注！求关注！求关注！求关注！
求三连~求转发~拜托了喵~
欢迎各位收看《星铁那些事》感谢参与本期视频
为主角/三月七 配音的@扶安呐  
为卡夫卡妈妈 配音的@吱毛  
以及我们的实力派画师@空木白鸟  
喜欢也不要忘了关注以上几位老师哦！！！！！

感谢大家帮助我完成这期小剧场
这里是负责脚本文案后期配音的拔旗
也感谢您能看到这里
如果大家喜欢的话~今后会多多尝试的~

娱乐视频 切勿当真 二创图一乐
请以官方设定为准
感谢支持 感谢配合 祝您开心",1685536939,9253594,拔旗,1097992,337,543,26512,5147,1564,127096,0
动画,47,BV1Mu411W73K,【轰】我被人监视了？？！,整个小段子！！这周还是照常更新哦！,1686050384,3493089977043464,米尼麦泥轰,373215,153,150,6342,485,44,11980,0
动画,47,BV1Tz4y1q72s,这换谁谁不疯啊！哈哈！,"感谢为艾尔海森以及散兵配音的配音演员：@木容啊木容 

发疯作，俩卡池都抽歪了我要发泄一下！！！
啊啊啊啊啊你干嘛啊啊啊啊啊啊啊啊啊啊啊啊啊啊不是说欧气都是平分的吗？！！！！我要平等的嫉妒每一个抽到景元的人！！！",1685682666,11739176,平平无奇鱼建国,836356,1165,719,24221,3037,1815,120857,0
动画,253,BV1io4y1E74N,以为已经分手的伊织向千纱提出复合，结果被强硬拒绝分手了（？）【碧蓝之海#59】,"求求你们原地结婚吧
原作可在哔哩哔哩漫画阅读！
做得很用心哦！求三连！（一半是直播做的）",1686231402,382153768,阿阿阿阿伟蜀黍,244305,1050,602,2285,7434,518,13573,0
动画,47,BV1xc411V7Pv,洗 泡 蒸 搓 养 到位了奥宝汁！,"洗 泡 蒸 搓 养  舒 服 不 用 想~

这一期是展现东北的澡堂文化啦！希望大家喜欢！",1685767028,627888730,星有野,2389869,2991,2000,44473,55075,13048,273052,0
动画,47,BV1U8411o7Mp,沙僧：我真是#@%！%你们的！#￥！@%,纯属虚构。,1686044589,1605721,允星河Yoseya,491577,304,207,3684,1146,337,37355,0
动画,47,BV1Ch4y197QM,【原神】旅行者，那我们的呢？,"本期画师：@我是猫客  
后期：@阿骨丶  
CV
刻晴/柯莱：@狸狸星星  
绫华/优菈：@扶安呐  
旅行者/提纳里：@SHER__Locked ",1686197545,160972207,NZ75鸽,200252,203,140,6873,1790,1594,16674,0
动画,253,BV1Xh4y1d7Rz,小猪佩奇中的细节穿帮,,1685938003,2049444365,大康侃电影,880464,0,0,925,18,9,145,0
动画,27,BV1Uu4y1Z76F,这兄弟真男人，有话他真说!!!!,-,1686199505,518313467,娜哒撒嘛,313063,29,273,2024,165,2301,34497,0
动画,47,BV1Sh4y1G7Nj,【Rac】解构配音：国语音频“有问题”≠“配音差”,,1686109800,10350985,Racoonamatata,127478,762,2288,2765,7492,304,16705,0
动画,253,BV1Fg411M7yh,古人近视了怎么办？,虫小绿，加油！,1626414391,631880641,虫小绿好文化,1720469,148,217,4170,424,11,91142,0
动画,47,BV1Ls4y1v7Zn,河床干枯惊现八十八佛，堂哥离奇死在其中,,1686218400,86705186,舔狗仙人,250828,246,281,3867,1067,96,8506,0
动画,47,BV1NN411k7bC,【原神/八重手书】Dirty,"BGM:Dirty
绘画:獄遊刑
视频制作:@风吟Asakura  

想表达的东西太多了。
谁能能拒绝一只粉毛狐狸呢。",1686130200,41312446,狱游刑,112415,76,288,12688,6509,609,20291,0
动画,253,BV1TW4y1R7Pq,这西行之路真的帅炸了！这部国漫的世界观，大到超乎你的想象！《西行纪》,2018年，由同名漫画改编的动漫《西行纪》上线互联网。一经推出就好评不断，成为国漫新势力的代表之一。大胆的人物设计令《西行纪》火速出圈，搭配颠覆性人设的，是更加颠覆的剧情以及庞大的世界观。今天咱先看看第一季，说不定就能给你提供一个暑假补番的新思路~,1685959200,386869863,培根悖论唠唠嗑,796030,4755,1298,5567,2959,1044,28026,0
动画,47,BV1BL411i74u,好想一直和宵宫姐姐在一起呢！,"B站的小伙伴们大家好啊！新的视频又和大家见面了呢！
3.7版本宵宫的传说任务想必大家都体验过了吧？
这次的任务真的给我留下了非常深刻的印象，宵宫那纯真善良的心让我久久不能平静。
宵宫搀扶着小女孩，相信着小女孩心中的童话，陪伴她一起，重温了属于小女孩过去的那份感受，真的是令我感动落泪.
所以在这期视频中，我尝试使用了全新的画风，去重新演绎这段宵宫的传说故事
也希望大家能够喜欢我的这个新视频！让我们一起去找寻那份属于每个人自己所能能及的幸福吧！",1686283200,1740827542,KKOMDA,123330,150,460,7249,15377,697,31386,0
动画,253,BV1RN411r7Ge,【虾说：氰化欢乐秀】刀神与本神相比又如何,,1686190878,2142996673,放学聊影视之老虾唠唠,305299,91,47,1906,90,10,16571,0
动画,47,BV1uo4y1g7re,我也不跟你多要。八万！,怎么现在发视频推荐标签里总有一个“拖更”的标签呢？,1686132000,1275264271,啵啵星球_,234498,213,538,1066,1795,525,18569,0
动画,47,BV1Ds4y1i7GZ,趁脂肪运动的时候吃东西越吃越瘦！快来一起卡长肉的bug！,,1685700000,1375678265,大明白李淑芬,597125,12,30,37495,1399,165,7301,0
动画,47,BV15c41137nf,【孩子的日记记录了不得了的事情】细思极恐：旅游日记,"写完了感觉是个很古老的故事qwqqqqqqqqqqqq
嗨呀嗨呀qwqqqqq
希望你会喜欢！！！！！！！！qwqqqqqqqqqqqqq",1686110400,1849477790,大口大口吃米饭,196996,846,1147,2607,1623,211,16266,0
动画,86,BV1jM4y1v7Xq,男孩捡到一块石头，居然培养成了一只可怕怪兽,,1685928900,1855467232,妮妮-特摄,531489,100,125,388,81,46,9057,0
动画,27,BV1qN411C7GN,所以呢？你愿意相信这个故事是真的吗,所以呢？你愿意相信这个故事是真的吗,1685806447,2038148930,觉罗动漫,429581,582,458,6493,1907,345,28488,0
动画,253,BV1iu4y1d7eT,飞出个未来，只有10秒钟的无尽循环，能够预知犯罪的超脑机器人,飞出个未来，只有10秒钟的无尽循环，能够预知犯罪的超脑机器人,1686131991,1740737343,毒邪动漫,301970,135,59,545,60,21,7099,0
动画,47,BV1i14y1D7is,绮良良：神子大人这样....不好吧？？〖白白剧场〗,"下期甘雨姐姐也马上更新哩~喜欢的三连支持一下白白哦ovo
配音还是那个鱼鱼鱼鱼鱼鱼鱼鱼鱼鱼鱼鱼干",1686045600,23945810,爱抽卡的白熊,254359,292,423,5514,5932,334,28064,0
动画,27,BV1Ss4y1e7gp,别人家的闺蜜（好羡慕哼哼啊啊啊啊啊啊啊啊啊给我炒炒）,tiktok：theeleggymeggy,1685953320,351615814,咪呀咪呀咕,245847,80,235,6773,226,1396,56299,0
动画,253,BV1Us4y1e73J,一口钱引起的冒险！,-,1685829467,1506083581,青风动漫,878591,104,2,3567,64,1,328,0
动画,47,BV1yV4y1B7BG,国风小狐狸的一声声“恩公”，你把持得住吗？,"星穹铁道的停云充电提示音喜欢吗~
三连解锁帕姆的提示音噢~

关注元气喵，带你换好看的壁纸~",1685095348,670888431,元气桌面官方号,401838,157,383,11756,1286,2829,52104,0
动画,27,BV1qm4y1i7RT,什么叫上班,-,1686055087,3494352831646474,小梅动漫馆,323751,60,879,3383,691,674,21204,0
动画,27,BV1yL411i7cy,“嫁给了自己不喜欢的人 男主顺利抢婚”,-,1686081215,3493280012569516,Thiz喵帕菌,206161,55,136,5135,251,84,26591,0
动画,253,BV1Am4y1q7yy,【扒】在商业监狱里当老鼠，告密发财，养活全家《辛普森一家》之告密发财,《辛普森一家》春田镇最牛建筑当商业监狱，为了盈利狂抓犯人，侯默成狱中老鼠，发财致富养活全家。,1686133253,301717426,周扒片,217641,292,170,762,993,69,16436,0
动画,253,BV1oa4y1G7ZS,万万没想到，石头剪刀布居然成为了好朋友,万万没想到，石头剪刀布居然成为了好朋友,1683366600,444139901,漫迷小侦探,1151970,0,0,6701,83,1,497,0
动画,47,BV1fN411r7g7,【极速版】考完高考数学后，为什么立马有人奖励自己玩乐了？（男女慎入）,"灵感来自地图君official

假如给你60秒·

如果你喜欢本视频不要忘记三连连！UP在这谢谢你啦",1686138797,524146880,欧空阿,215055,146,511,3708,6686,160,19658,0
